time,dyno_rpm,dyno_torque,dyno_power,dyno_throttle,dyno_load,can_mc_rpm,can_mc_current,can_mc_voltage,can_mc_temp,can_m_temp,can_mc_throttle,psu_volt,psu_cur
17.33333333333334,-0.0,-0.2695999999999913,-0.0,40.95,2661.75,0,3.1,91.60000000000001,36,53,0,91.5,0.1
17.66666666666667,-0.0,-0.2695999999999913,-0.0,40.95,2661.75,0,2.6,91.60000000000001,36,53,0,91.5,0.1
18.000000000000004,-0.0,-0.2695999999999913,-0.0,163.8,2661.75,0,2.9000000000000004,91.60000000000001,36,53,0,91.5,0.1
18.333333333333336,-0.0,-0.2695999999999913,-0.0,163.8,2661.75,0,3.2,91.60000000000001,36,52,0,91.5,0.1
18.666666666666668,-0.0,-0.2695999999999913,-0.0,204.75,2661.75,0,2.7,91.60000000000001,36,52,0,91.5,0.1
19.0,-0.0,-0.2695999999999913,-0.0,204.75,2661.75,0,2.6,91.60000000000001,36,52,0,91.5,0.1
19.333333333333332,-0.0,-0.2695999999999913,-0.0,327.6,2661.75,0,11.8,91.60000000000001,36,52,0,91.5,0.1
19.666666666666664,-0.0,-0.12319999999999709,-0.0,327.6,2661.75,0,11.200000000000001,91.5,36,52,0,91.5,0.1
19.999999999999996,-0.0,-0.2695999999999913,-0.0,409.5,2661.75,0,33.7,91.5,35,51,0,91.5,0.2
20.33333333333333,0.0,0.4624000000000251,0.0,450.45,2661.75,10,44.400000000000006,91.60000000000001,36,51,0,91.5,0.4
20.66666666666666,2.145280000000057,1.3408000000000357,0.002552932216298621,450.45,2661.75,7,45.400000000000006,91.60000000000001,36,51,0,91.5,0.5
20.999999999999993,1.9936000000000205,1.7800000000000182,0.0023724295506473967,450.45,2661.75,12,45.5,91.60000000000001,36,51,0,91.5,0.5
21.333333333333325,3.4176000000000353,1.7800000000000182,0.004067022086824109,450.45,2661.75,14,44.7,91.60000000000001,36,51,0,91.5,0.5
21.666666666666657,2.848000000000029,1.7800000000000182,0.003389185072353424,491.4,2661.75,15,51.300000000000004,91.5,36,51,0,91.5,0.6
21.99999999999999,6.028800000000083,2.5120000000000346,0.007174409748667273,532.35,2661.75,108,60.2,91.60000000000001,36,51,0,91.5,1.1
22.33333333333332,47.57964800000001,2.2192000000000007,0.05662086824067024,532.35,2661.75,166,51.400000000000006,91.60000000000001,36,51,0,91.5,1.4
22.666666666666654,59.29702400000002,2.2192000000000007,0.07056481340441739,532.35,2661.75,163,50.6,91.60000000000001,36,51,0,91.5,1.4
22.999999999999986,56.101376000000016,2.2192000000000007,0.06676191926884999,532.35,2661.75,158,50.5,91.60000000000001,36,51,0,91.5,1.4
23.333333333333318,56.101376000000016,2.2192000000000007,0.06676191926884999,532.35,2661.75,158,50.5,91.60000000000001,36,51,0,91.5,1.4
23.66666666666665,56.45644800000002,2.2192000000000007,0.0671844630616908,573.3,2661.75,178,56.300000000000004,91.60000000000001,36,51,0,91.5,1.4
23.999999999999982,56.45644800000002,2.2192000000000007,0.0671844630616908,573.3,2661.75,178,56.300000000000004,91.60000000000001,36,51,0,91.5,1.4
24.333333333333314,85.57235200000002,2.2192000000000007,0.10183305407463826,573.3,2661.75,240,51.6,91.60000000000001,36,51,0,91.5,1.8
24.666666666666647,85.57235200000002,2.2192000000000007,0.10183305407463826,573.3,2661.75,239,50.6,91.60000000000001,36,51,0,91.5,1.8
24.99999999999998,165.99296000000228,2.5120000000000346,0.19753541507997224,696.15,2661.75,470,66.7,91.60000000000001,36,51,0,91.5,2.7
25.33333333333331,224.15628800000243,2.6584000000000287,0.26675110434120625,696.15,2661.75,544,54.1,91.60000000000001,36,51,0,91.5,4.0
25.666666666666643,231.3871360000025,2.6584000000000287,0.27535597867479356,696.15,2661.75,534,53.6,91.60000000000001,36,51,0,91.5,3.6
25.999999999999975,225.85766400000244,2.6584000000000287,0.26877578065499147,696.15,2661.75,524,55.0,91.60000000000001,36,51,0,91.5,3.6
26.333333333333307,222.88025600000242,2.6584000000000287,0.2652325971058673,737.1,2661.75,575,62.6,91.60000000000001,36,51,0,91.5,3.8
26.66666666666664,264.77312000000217,2.804800000000023,0.31508606245240167,737.1,2661.75,604,58.300000000000004,91.60000000000001,36,51,0,91.5,3.8
26.99999999999997,310.3859200000005,3.2440000000000055,0.36936633663366397,737.1,2661.75,590,60.7,91.5,36,51,0,91.5,5.3
27.333333333333304,306.23360000000054,3.2440000000000055,0.36442498095963505,778.05,2661.75,638,68.4,91.60000000000001,36,51,0,91.5,5.3
27.666666666666636,375.98105600000343,3.6832000000000336,0.4474260472201107,778.05,2661.75,663,64.4,91.60000000000001,36,51,0,91.5,6.6
27.999999999999968,390.1245440000036,3.6832000000000336,0.46425712109672934,778.05,2661.75,661,64.9,91.60000000000001,36,51,0,91.5,6.5
28.3333333333333,389.53523200000353,3.6832000000000336,0.46355582635187015,778.05,2661.75,664,64.5,91.5,36,51,0,91.5,6.5
28.666666666666632,390.7138560000036,3.6832000000000336,0.4649584158415884,819.0,2661.75,725,70.0,91.5,36,51,0,91.5,7.0
28.999999999999964,483.4750720000019,4.122400000000016,0.575346382330543,819.0,2661.75,737,68.3,91.5,36,51,0,91.5,7.9
29.333333333333297,518.5210880000004,4.415200000000004,0.6170519421172892,819.0,2661.75,718,69.10000000000001,91.60000000000001,36,51,0,91.5,7.9
29.66666666666663,524.0366079999999,4.5615999999999985,0.6236155369383091,859.95,2661.75,763,76.60000000000001,91.60000000000001,36,51,0,91.5,8.8
29.99999999999996,652.1715200000018,5.293600000000015,0.7760990099009922,900.9,2661.75,829,81.10000000000001,91.60000000000001,36,51,0,91.5,10.4
30.333333333333293,746.3430400000003,5.586400000000003,0.8881652703731916,900.9,2661.75,851,77.9,91.60000000000001,36,51,0,91.5,11.2
30.666666666666625,782.4125439999997,5.7327999999999975,0.9310888042650415,900.9,2661.75,856,77.9,91.5,36,51,0,91.5,11.2
30.999999999999957,765.1133440000003,5.586400000000003,0.9105023610053318,941.85,2661.75,920,82.0,91.60000000000001,36,51,0,91.5,11.2
31.33333333333329,913.4560000000039,6.1720000000000255,1.0870335110434166,941.85,2661.75,925,82.5,91.5,36,51,0,91.5,11.2
31.66666666666662,913.4560000000039,6.1720000000000255,1.0870335110434166,941.85,2661.75,925,82.5,91.5,36,51,0,91.5,11.2
31.999999999999954,918.9480960000028,6.31840000000002,1.0935692307692342,941.85,2661.75,909,83.80000000000001,91.60000000000001,36,51,0,91.5,11.2
32.333333333333286,917.937152000003,6.31840000000002,1.0923661843107424,941.85,2661.75,910,82.4,91.60000000000001,36,51,0,91.5,13.0
32.66666666666662,919.9590400000029,6.31840000000002,1.0947722772277262,941.85,2661.75,909,84.10000000000001,91.60000000000001,36,51,0,91.5,13.0
32.99999999999996,918.9480960000028,6.31840000000002,1.0935692307692342,941.85,2661.75,908,82.80000000000001,91.60000000000001,36,51,0,91.5,13.0
33.33333333333329,939.2061440000019,6.464800000000014,1.1176767707540007,941.85,2661.75,906,84.10000000000001,91.60000000000001,36,51,0,91.5,13.0
33.66666666666663,913.893376000003,6.31840000000002,1.0875539984767741,982.8,2661.75,965,89.30000000000001,91.60000000000001,36,51,0,91.5,13.9
33.999999999999964,1072.6054399999994,6.903999999999996,1.2764249809596337,982.8,2661.75,980,86.80000000000001,91.5,36,51,0,91.5,15.0
34.3333333333333,1082.5471999999995,6.903999999999996,1.2882559025133276,982.8,2661.75,971,86.2,91.60000000000001,36,51,0,91.5,15.0
34.666666666666636,1152.799232000003,7.489600000000019,1.3718574257425777,982.8,2661.75,919,90.9,91.5,36,51,0,91.5,15.1
34.99999999999997,1144.324096000001,7.782400000000007,1.3617718202589502,982.8,2661.75,932,91.4,91.60000000000001,36,51,0,91.5,15.3
35.33333333333331,1142.345600000002,7.6360000000000126,1.3594173648134067,982.8,2661.75,940,90.2,91.60000000000001,36,51,0,91.5,15.3
35.66666666666664,1142.345600000002,7.6360000000000126,1.3594173648134067,982.8,2661.75,940,90.2,91.60000000000001,36,51,0,91.5,15.3
35.99999999999998,1099.6710400000045,7.19680000000003,1.308633663366342,982.8,2661.75,956,89.5,91.60000000000001,36,51,0,91.5,15.3
36.333333333333314,1129.0904320000038,7.343200000000024,1.3436434120335154,982.8,2661.75,961,88.80000000000001,91.5,36,51,0,91.5,15.3
36.66666666666665,1060.4543999999994,6.903999999999996,1.2619649657273413,982.8,2661.75,962,88.10000000000001,91.60000000000001,36,51,0,91.5,15.3
36.999999999999986,1110.0344320000047,7.19680000000003,1.3209663366336688,982.8,2661.75,964,88.5,91.60000000000001,36,51,0,91.5,15.2
37.33333333333332,1130.2653440000038,7.343200000000024,1.3450415841584205,982.8,2661.75,963,87.9,91.5,36,51,0,91.5,15.1
37.66666666666666,1108.8829440000047,7.19680000000003,1.3195960396039659,1023.75,2661.75,1062,96.30000000000001,91.5,36,51,0,91.5,17.3
37.99999999999999,1449.491456000004,8.514400000000023,1.7249279512566689,1023.75,2661.75,1036,96.30000000000001,91.5,36,51,0,91.5,18.8
38.33333333333333,1413.442560000003,8.660800000000018,1.6820289413556775,1023.75,2661.75,983,96.4,91.5,36,51,0,91.5,18.3
38.666666666666664,1339.1448320000036,8.514400000000023,1.5936129474485954,1023.75,2661.75,1004,95.80000000000001,91.5,36,51,0,91.5,18.1
