time,dyno_rpm,dyno_torque,dyno_power,dyno_throttle,dyno_load,can_mc_rpm,can_mc_current,can_mc_voltage,can_mc_temp,can_m_temp,can_mc_throttle,psu_volt,psu_cur
158.33333333333346,50502.42560000012,15.102400000000035,9.615846458492026,1187.55,4095.0,3346,135.9,91.30000000000001,31,44,0,91.0,5.0
158.6666666666668,50502.42560000012,15.102400000000035,9.615846458492026,1187.55,4095.0,3346,135.9,91.30000000000001,31,44,0,91.0,5.0
159.00000000000014,50457.118400000116,15.102400000000035,9.60721980198022,1187.55,4095.0,3342,134.9,91.30000000000001,31,44,0,91.5,93.5
159.33333333333348,49508.4928,14.8096,9.42659801980198,1187.55,4095.0,3343,134.20000000000002,91.30000000000001,31,44,0,91.5,93.5
159.66666666666683,49508.4928,14.8096,9.42659801980198,1187.55,4095.0,3346,134.9,91.5,31,44,0,91.5,93.5
160.00000000000017,50532.63040000012,15.102400000000035,9.621597562833228,1187.55,4095.0,3342,136.3,91.2,31,44,0,91.5,93.5
160.3333333333335,50532.63040000012,15.102400000000035,9.621597562833228,1187.55,4095.0,3345,135.4,91.30000000000001,31,44,0,91.5,93.5
160.66666666666686,50532.63040000012,15.102400000000035,9.621597562833228,1187.55,4095.0,3345,135.4,91.30000000000001,31,44,0,91.5,93.5
161.0000000000002,50072.68799999998,14.955999999999994,9.534022848438687,1187.55,4095.0,3348,134.3,91.2,31,44,0,91.5,93.5
161.33333333333354,50072.68799999998,14.955999999999994,9.534022848438687,1187.55,4095.0,3348,134.3,91.2,31,44,0,91.5,93.5
161.66666666666688,50562.83520000012,15.102400000000035,9.627348667174433,1187.55,4095.0,3349,134.70000000000002,91.30000000000001,31,44,0,91.5,93.6
162.00000000000023,50593.04000000012,15.102400000000035,9.633099771515635,1187.55,4095.0,3348,135.70000000000002,91.5,31,44,0,91.5,93.6
162.33333333333357,50608.14240000011,15.102400000000035,9.635975323686237,1187.55,4095.0,3349,134.4,91.5,31,44,0,91.5,93.6
162.6666666666669,50608.14240000011,15.102400000000035,9.635975323686237,1187.55,4095.0,3351,135.8,91.30000000000001,31,44,0,91.5,93.6
163.00000000000026,51052.982400000095,15.248800000000028,9.720674485910148,1187.55,4095.0,3351,132.9,91.30000000000001,31,44,0,91.5,93.7
163.3333333333336,50577.937600000114,15.102400000000035,9.630224219345033,1187.55,4095.0,3348,136.1,91.5,31,44,0,91.5,93.6
163.66666666666694,51083.48000000009,15.248800000000028,9.726481340441754,1187.55,4095.0,3347,136.70000000000002,91.30000000000001,31,44,0,91.5,93.6
164.00000000000028,50072.68799999998,14.955999999999994,9.534022848438687,1269.45,4095.0,3523,152.70000000000002,91.0,31,44,0,91.5,99.6
164.33333333333363,62452.384000000115,17.444800000000033,11.891162223914721,1269.45,4095.0,3682,153.4,91.30000000000001,31,44,0,91.5,119.7
164.66666666666697,68319.05040000012,18.469600000000035,13.008196953541532,1269.45,4095.0,3723,154.9,91.30000000000001,31,44,0,91.5,124.9
165.0000000000003,69381.83200000011,18.61600000000003,13.210554455445566,1269.45,4095.0,3726,150.3,91.30000000000001,31,44,0,91.5,125.5
165.33333333333366,68817.72960000014,18.469600000000035,13.103147296268114,1269.45,4095.0,3724,153.3,91.30000000000001,31,44,0,91.5,125.6
165.666666666667,69325.98400000011,18.61600000000003,13.19992079207923,1269.45,4095.0,3725,155.9,91.30000000000001,31,44,0,91.5,125.8
166.00000000000034,69344.60000000012,18.61600000000003,13.203465346534676,1269.45,4095.0,3725,153.1,91.2,31,44,0,91.5,125.8
166.33333333333368,69363.21600000012,18.61600000000003,13.207009900990121,1269.45,4095.0,3725,161.20000000000002,91.2,31,44,0,91.5,125.7
166.66666666666703,69251.52000000012,18.61600000000003,13.185742574257448,1269.45,4095.0,3724,149.20000000000002,91.30000000000001,31,44,0,91.5,125.8
167.00000000000037,69325.98400000011,18.61600000000003,13.19992079207923,1269.45,4095.0,3727,158.9,91.2,32,44,0,91.5,125.8
167.3333333333337,69927.46480000009,18.762400000000024,13.314444935262774,1269.45,4095.0,3726,155.10000000000002,91.30000000000001,31,44,0,91.5,125.8
167.66666666666706,69927.46480000009,18.762400000000024,13.314444935262774,1269.45,4095.0,3726,155.10000000000002,91.30000000000001,31,44,0,91.5,125.8
168.0000000000004,69363.21600000012,18.61600000000003,13.207009900990121,1269.45,4095.0,3732,158.10000000000002,91.2,32,44,0,91.5,125.8
168.33333333333374,69964.98960000009,18.762400000000024,13.321589794364069,1269.45,4095.0,3732,153.4,91.2,32,44,0,91.0,0.5
168.66666666666708,69964.98960000009,18.762400000000024,13.321589794364069,1269.45,4095.0,3732,153.4,91.2,32,44,0,91.0,0.5
169.00000000000043,69964.98960000009,18.762400000000024,13.321589794364069,1269.45,4095.0,3732,153.4,91.2,32,44,0,91.0,0.5
169.33333333333377,68928.54720000013,18.469600000000035,13.124247372429576,1269.45,4095.0,3732,154.20000000000002,91.0,32,44,0,91.5,126.2
169.6666666666671,69493.52800000012,18.61600000000003,13.23182178217824,1269.45,4095.0,3733,160.60000000000002,91.30000000000001,32,44,0,91.5,126.2
170.00000000000045,69474.91200000011,18.61600000000003,13.228277227722794,1269.45,4095.0,3733,157.4,91.2,32,44,0,91.5,125.9
170.3333333333338,68910.07760000014,18.469600000000035,13.120730693069333,1269.45,4095.0,3731,154.4,91.2,32,44,0,91.5,125.9
170.66666666666714,68910.07760000014,18.469600000000035,13.120730693069333,1269.45,4095.0,3734,155.0,91.0,32,44,0,9.0,1.5
171.00000000000048,68910.07760000014,18.469600000000035,13.120730693069333,1269.45,4095.0,3734,155.0,91.0,32,44,0,9.0,1.5
171.33333333333383,69344.60000000012,18.61600000000003,13.203465346534676,1269.45,4095.0,3719,157.20000000000002,91.0,32,44,0,91.5,125.6
171.66666666666717,69777.36560000009,18.762400000000024,13.285865498857596,1269.45,4095.0,3724,149.70000000000002,91.30000000000001,32,44,0,91.5,125.7
172.0000000000005,69964.98960000009,18.762400000000024,13.321589794364069,1269.45,4095.0,3724,159.20000000000002,91.2,32,44,0,91.5,126.0
172.33333333333385,69400.44800000012,18.61600000000003,13.214099009901012,1310.4,4095.0,3805,162.8,91.2,32,44,0,91.5,128.3
172.6666666666672,74176.19199999998,19.494399999999995,14.123418126428025,1310.4,4095.0,3891,162.10000000000002,91.0,32,44,0,91.5,128.3
173.00000000000054,79270.56480000002,20.372800000000005,15.093405331302366,1310.4,4095.0,3897,163.4,90.7,32,44,0,91.5,143.2
173.33333333333388,79392.80160000002,20.372800000000005,15.11667966488957,1310.4,4095.0,3898,161.70000000000002,91.2,32,44,0,91.5,143.6
173.66666666666723,79963.3224,20.5192,15.22530891089109,1310.4,4095.0,3896,162.8,91.2,32,44,0,9.0,1.5
174.00000000000057,79963.3224,20.5192,15.22530891089109,1310.4,4095.0,3896,162.8,91.2,32,44,0,9.0,1.5
174.3333333333339,79372.42880000002,20.372800000000005,15.112800609291703,1310.4,4095.0,3896,167.3,91.2,32,44,0,9.0,1.5
174.66666666666725,79372.42880000002,20.372800000000005,15.112800609291703,1310.4,4095.0,3903,163.5,90.7,32,44,0,91.5,143.6
175.0000000000006,80065.91840000001,20.5192,15.244843564356437,1310.4,4095.0,3902,164.8,91.2,32,44,0,91.5,143.6
175.33333333333394,80065.91840000001,20.5192,15.244843564356437,1310.4,4095.0,3899,158.9,91.0,32,45,0,91.5,143.6
175.66666666666728,80065.91840000001,20.5192,15.244843564356437,1310.4,4095.0,3903,165.0,91.2,32,45,0,91.5,143.7
176.00000000000063,80657.83679999998,20.665599999999994,15.357546991622234,1310.4,4095.0,3904,164.0,91.5,32,45,0,91.5,143.7
176.33333333333397,80106.9568,20.5192,15.252657425742575,1310.4,4095.0,3901,164.9,91.2,32,45,0,91.5,143.7
176.6666666666673,80678.50239999998,20.665599999999994,15.361481797410507,1310.4,4095.0,3902,161.60000000000002,91.2,32,46,0,91.5,143.8
177.00000000000065,80678.50239999998,20.665599999999994,15.361481797410507,1310.4,4095.0,3904,165.10000000000002,91.0,32,46,0,91.5,143.7
177.333333333334,80086.4376,20.5192,15.248750495049507,1310.4,4095.0,3904,161.3,91.2,32,46,0,91.5,143.7
177.66666666666734,79474.29280000002,20.372800000000005,15.132195887281041,1310.4,4095.0,3907,161.5,91.30000000000001,32,46,0,91.5,143.8
178.00000000000068,80699.16799999998,20.665599999999994,15.365416603198776,1310.4,4095.0,3901,163.5,91.0,32,46,0,91.5,143.7
178.33333333333402,80761.16479999998,20.665599999999994,15.377221020563592,1310.4,4095.0,3904,165.0,91.0,32,46,0,91.5,143.8
178.66666666666737,80740.49919999998,20.665599999999994,15.37328621477532,1310.4,4095.0,3907,165.20000000000002,90.9,32,46,0,91.5,143.9
179.0000000000007,80678.50239999998,20.665599999999994,15.361481797410507,1310.4,4095.0,3904,161.8,91.30000000000001,32,46,0,91.5,143.8
179.33333333333405,80719.83359999998,20.665599999999994,15.369351408987049,1310.4,4095.0,3899,161.60000000000002,91.30000000000001,32,46,0,91.5,143.7
179.6666666666674,80147.9952,20.5192,15.260471287128714,1310.4,4095.0,3903,158.3,91.30000000000001,32,46,0,91.5,143.7
180.00000000000074,80209.5528,20.5192,15.272192079207922,1310.4,4095.0,3903,165.10000000000002,91.30000000000001,32,46,0,91.5,143.7
180.33333333333408,80657.83679999998,20.665599999999994,15.357546991622234,1351.35,4095.0,4035,173.9,90.7,32,46,0,91.5,150.3
180.66666666666742,88702.21200000013,21.983200000000032,16.889225437928435,1351.35,4095.0,4079,174.0,91.0,32,46,0,91.5,150.3
181.00000000000077,91326.43520000007,22.422400000000017,17.388887128712884,1351.35,4095.0,4081,174.0,91.2,32,46,0,91.5,163.3
181.3333333333341,91326.43520000007,22.422400000000017,17.388887128712884,1351.35,4095.0,4081,174.4,90.9,32,46,0,91.5,163.3
181.66666666666745,92012.99760000005,22.56880000000001,17.519611119573504,1351.35,4095.0,4082,175.9,91.30000000000001,32,46,0,91.5,163.5
182.0000000000008,91990.42880000004,22.56880000000001,17.515313937547607,1351.35,4095.0,4076,176.70000000000002,90.60000000000001,32,46,0,91.5,163.5
182.33333333333414,92170.97920000005,22.56880000000001,17.54969139375477,1351.35,4095.0,4081,172.10000000000002,90.9,32,46,0,91.5,163.6
182.66666666666748,92058.13520000005,22.56880000000001,17.528205483625296,1351.35,4095.0,4083,174.9,91.30000000000001,32,46,0,91.5,163.5
183.00000000000082,92148.41040000004,22.56880000000001,17.545394211728873,1351.35,4095.0,4083,171.5,91.5,32,46,0,91.5,163.7
183.33333333333417,92148.41040000004,22.56880000000001,17.545394211728873,1351.35,4095.0,4081,171.60000000000002,90.60000000000001,32,46,0,91.5,163.6
183.6666666666675,91505.81440000008,22.422400000000017,17.42304158415843,1351.35,4095.0,4078,177.8,91.0,32,46,0,91.5,163.5
184.00000000000085,92035.56640000004,22.56880000000001,17.5239083015994,1351.35,4095.0,4074,177.60000000000002,90.7,32,46,0,91.5,163.5
184.3333333333342,91438.54720000007,22.422400000000017,17.410233663366352,1351.35,4095.0,4080,177.20000000000002,90.7,32,46,0,91.5,163.5
184.66666666666754,91438.54720000007,22.422400000000017,17.410233663366352,1351.35,4095.0,4081,176.3,91.30000000000001,32,46,0,91.5,163.5
